public_id,title,text,our rating
c69de08e,Wisconsin Election Commission Directive Allows Clerks To ‘Fix’ Ballots [UPDATED],"This article has been updated to include more context about the directive as well as the commission’s defense of its policy.  A new report points out that an executive branch agency called the Wisconsin Election Commission issued a directive in October telling local county election clerks that they can “fix” ballots by filling in missing addresses for witnesses. According to one former Wisconsin Supreme Court Justice, the policy, which has been in place since October 2016, may violate a Wisconsin law requiring ballots to have a witness address to be validated. The commission has defended its policy, however, stating that the law “does not specify who affixes the address.”  Wisconsin Statute 6.87(6d) states, “If a certificate is missing the address of a witness, the ballot may not be counted.”  But in August, the Wisconsin Elections Commission issued a memo telling clerks they could fill in the address of the voter:  To make sure your ballot is counted, double check the following before you return it: Your voter information: this section is usually completed by your clerk and includes the date of the election, the county and municipality in which you are registered, your name, the address where you are registered, city, and zip code. Voter Signature: you (or your assistant) must sign in the Certification of Voter section. Witness Signature and Address: your witness must sign and provide their full address, (street number, street name, city) in the Certification of Witness section. Make sure your ballot is in your envelope and make sure the envelope is sealed properly. If any of the required information above is missing, your ballot will not be counted.  In October, the Wisconsin Elections Commission issued a directive to the state’s county clerks that seemed to allow them to fix incomplete (or “spoiled”) ballots missing witness signatures, writing, “Please note that the clerk should attempt to resolve any missing witness address information prior to Election Day if possible and this can be done through reliable information (personal knowledge, voter registration information, through a phone call with the voter or witness). The witness does not need to appear to add a missing address.”  As noted by Wisconsin Election Commission public information officer Reid Magney, the guidance has been in place since October 2016. “The guidance has been in effect for 11 statewide elections, including the 2016 presidential and presidential recount, and no one has objected to it until now,” said Magney, as reported by USA Today.  An Oct. 18, 2016 memo from the commission reads in part (formatting adjusted):  [T]he Commission’s guidance is that municipal clerks shall do all that they can reasonably do to obtain any missing part of the witness address. Those steps may include one or more of the following options: 1. The clerk is able to reasonably discern the missing address or address component by information appearing on the envelope or from some other source, such as: The voter has provided his or her complete address and the clerk has personal knowledge that the witness resides at the same address as the voter.  The clerk has personal knowledge of the witness and knows his/or her address.  The voter’s complete address appears on the address label, and the witness indicates the same street address as the voter.  The clerk is able to utilize lists or databases at his or her disposal to determine the witness’s address. 2. The voter or witness may wish to appear in person to add the missing information, or provide the address information by phone, fax, email or mail. The voter may provide the address separately as an alternative to returning the certificate envelope and having the voter mail it back again as outlined below. 3. The voter may request that the clerk return the certificate envelope so the voter can personally add the witness address. […] 4. The voter may wish to spoil the original ballot and vote a new one.  Derek Muller, a professor of law at the Iowa School of Law, told Just The News, “This is a complication thing about elections like this. I’ve seen it in a lot of jurisdictions, what might be sort of a technical violation of the statute, in this case encouragement to county clerks about how to use their judgment on whether or not to cure a ballot.”  Retired Wisconsin Supreme Court Justice Michael Gableman told WISN, “The statute is very, very clear. If an absentee ballot does not have a witness address on it, it’s not valid. That ballot is not valid.”  “In defiance of and direct contradiction to the statute, the Wisconsin Elections Commission gave guidance — that is, cover —to all 72 county clerks and turned the statute on its head,” said Gableman. “They said, ‘Gee, we know the law says an absentee ballot without the witness address is not valid, but county clerk, you have a duty to go ahead and look up on your own the witness’ address if there’s no address on the absentee ballot.’”  The Wisconsin Election Commission, however, maintains that its policies are not in violation of the law, asserting that the law “does not specify who affixes the address” and noting that the addresses have been added to the certificates rather than the ballots themselves, as AFP reports.  The Daily Wire is one of America’s fastest-growing conservative media companies and counter-cultural outlets for news, opinion, and entertainment. Get inside access to The Daily Wire by becoming a member.",FALSE
3c2b01de,Trump Is the Worst Kind of Socialist,"“America will never be a socialist country,” President Trump said as he launched his bid for re-election last week. That declaration was an effort to frighten Americans and undermine growing support for expanding Medicare and Social Security—two popular programs that have long been derided as “socialist.” Mr. Trump’s declaration hypocritically ignores that he and his Republican colleagues are the nation’s leading purveyors of an insidious form of corporate socialism, which uses government power and taxpayer resources to enrich Mr. Trump and his billionaire friends. When we defeat Mr. Trump in this election, we are going to end his corporate socialism and use those resources to create a 21st Century Economic Bill of Rights that benefits all people. Consider the corporate socialism we’ve seen on Wall Street, where the high priests of unfettered capitalism reign. As you will recall, Wall Street’s deification of “free markets” went out the window in 2008 as they watched the financial crisis caused by their own greed and illegal behavior threaten the existence of some of the largest financial institutions in the country. Suddenly, Wall Street became strong supporters of big-government socialism. They begged the federal government for unprecedented taxpayer assistance, and Congress provided them with the largest bailout in history. The major banks received some $700 billion from the Treasury and trillions in low-interest loans from the Federal Reserve. Meanwhile, working people all across the country lost their jobs, their homes and their life savings. The most vulnerable were hit the hardest, with the African-American community losing half its wealth. That was not an aberration. The norm across the corporate world is what the Rev. Martin Luther King Jr. called “socialism for the rich, and rugged free enterprise capitalism for the poor.” If you are a fossil-fuel company, whose carbon emissions are destroying the planet, Mr. Trump and congressional Republicans offer billions in government subsidies, including special tax breaks, royalty relief and funding for research and development. But if you are struggling to pay your utility bill, you get the free market—higher and higher electric bills. If you are a pharmaceutical company, you make huge profits on patent rights for medicines that were developed with taxpayer-funded research. But if you are a taxpayer, you get the free market and pay the highest prices in the world for prescription drugs—and in some cases you die because you cannot afford the medication you need. If you are a monopoly like Amazon, owned by the wealthiest person in the U.S., you get hundreds of millions of dollars in economic incentives from taxpayers to build warehouses, yet you end up paying not one penny in federal income taxes. But if you are a small business that falls behind on your store’s rent, you get the free market—which means you get an eviction notice. If you are the billionaire Walton family, state and local governments grant you free land and subsidies and build infrastructure for your stores, even as Walmart’s tax-avoidance schemes drain local towns of public revenues. But if you are a Walmart worker, you get the free market—which means starvation wages. If you are the Trump family, you got $885 million worth of tax breaks and subsidies for your family’s housing empire, which was built on racial discrimination. But if you are a homeowner struggling to pay your mortgage, you get the free market—which means foreclosure. The time is long overdue for the U.S. to end corporate socialism for Mr. Trump and the rest of the billionaire class. Instead, those resources should be put to work to ensure shared prosperity by enhancing Social Security and Medicare and investing in roads and bridges, public schools, clean water and clean air. Mr. Trump believes in corporate socialism to protect the wealth and power of the rich. I believe the U.S. must end corporate socialism and instead fulfill President Franklin D. Roosevelt’s vision of enshrining basic economic rights for all Americans. These include the rights to health care, a living wage, a decent job, a quality education, a secure retirement, affordable housing and a clean environment. We can make this 21st Century Economic Bill of Rights a reality with initiatives like Medicare for All, a $15 minimum wage, a Green New Deal, student-debt cancellation and legislation to expand Social Security. I recognize that this agenda will face enormous opposition from corporate America and the 1%. They have a vested interest in protecting the corporate socialism that has enriched and empowered them. The wealthiest three families now own more wealth than the bottom half of the country, and they will do everything they can to block our agenda. But more Americans are noticing the contradiction between coddled socialism for the rich and the destruction of opportunity for everyone else. I am confident that we will be able to build a grass-roots movement that will not only defeat Donald Trump in this election but finally create a government that works for all people, not just the billionaire class. Mr. Sanders, an independent, is a U.S. senator from Vermont and a candidate for the Democratic presidential nomination.",TRUE
fb721890,"WisDems: Farmers have been crushed by Trump’s failed COVID-19 response, but he’s been dragging them down his entire presidency","(WISCONSIN) — Trump’s failed COVID-19 response has crushed farmers in Wisconsin and across the country. Farmers have been dumping milk, setting their crops on fire, and euthanizing their livestock because there is no market for their products. All the while, millions of more Americans are going hungry because they lost their jobs.  But farmers were struggling long before coronavirus hit the United States. Trump’s chaotic trade wars, particularly with China, obliterated the markets Wisconsin farmers spent decades building in just a short few months. During this time Trump and his administration told Wisconsinites the pain would be “temporary,” that farmers were “over the hump,” and that small and medium-sized family farms should just get bigger if they want to survive.  Trump has never seen farmers as more than a political pawn critical to his reelection chances. He used their pain to push through a multi-billion dollar bailout program that was nothing more than a handout for large agricultural companies. After getting rolled by China on a trade deal that was a mere fraction of what he promised it would be, a recent news report confirms that Trump was never interested in bettering the lives of Wisconsin’s farmers and was simply looking out for his own political interests.  “Donald Trump crushed our farmers and the local economies they support because he only sees them as a bargaining chip, not human beings and Wisconsinites,” Democratic Party of Wisconsin spokesperson Philip Shulman said. “Trump has been a lapdog for China as he has rolled over for them at every turn. It’s been made clear by recent news reports that Trump gambled with farmers’ livelihoods because he thought it would be good for his reelection prospects. But after decimating these communities, they’re not willing to give him another four years — they know they can’t afford it.”  Wisconsin Examiner: Farms go from frying pan of trade wars to fire of COVID-19  Coxhead said trade policies under President Donald Trump…contributed significantly to the plight of Wisconsin farmers in the last few years. The federal government’s management of the COVID-19 pandemic has further endangered the country’s — and Wisconsin’s — position in the world economy, he added.  Wisconsin State Farmer: Economic recovery after pandemic will be slow for farmers due to trade and internet issues  He also said the Trump administration’s volatile relationship with China, one of the country’s biggest trading partners, is a cause for concern. And a widespread lack of high-speed internet access in rural areas is causing many rural economies to fall behind entirely. “The global economic recovery, which will outpace the United States, is not really going to benefit us all that well because the administration has turned its back on international trade,” Coxhead said.  Milwaukee Journal Sentinel: Coronavirus has hit Wisconsin dairy farms especially hard — some farmers may even have to dump milk  Coronavirus is delivering a blow to Wisconsin agriculture…export markets are threatened by global trade unrest, and some farms may not make it through the spring. “The coronavirus outbreak has caused milk prices to drop down to unprofitable levels this spring…We also need to be prepared for the scenarios that would require our members to dump milk”…”or dispose of (it) in some other manner,”…the stimulus package won’t resolve long-term issues such as increased global competition and trade wars that may arise from countries closing their borders to curb the spread of COVID-19. The global pandemic has sent a shock wave throughout agriculture.",partially false
c33779f6,Former President Barack Obama arrested for ESPIONAGE – Conservative Beaver,Source page URL  Title Former President Barack Obama arrested for ESPIONAGE – Conservative Beaver,FALSE
5a228e0e,Merck Scraps COVID Vaccines; Says It’s More Effective To Get The Virus And Recover,"Vaccine manufacturer Merck has abandoned development of two coronavirus vaccines, saying that after extensive research it was concluded that the shots offered less protection than just contracting the virus itself and developing antibodies.  The company announced that the shots V590 and V591 were ‘well tolerated’ by test patients, however they generated an ‘inferior’ immune system response in comparison with natural infection.  The company stated that instead it will focus on research into therapeutic drugs labeled as MK-7110 and MK-4482.  The drugs aim to protect patients from the damage of an overactive immune response to the virus.  “Interim results from a Phase 3 study showed a greater than 50 percent reduction in the risk of death or respiratory failure in patients hospitalized with moderate to severe COVID-19,” the company’s statement noted of the MK-7110 drug.  Merck is to receive around $356 million from the US government to fast-track production of the potential treatments under Operation Warp Speed.  Chief Marketing Officer Michael Nally recently told Bloomberg that Merck is aiming to produce some 20 million courses of the MK-4482 drug, an oral antiviral which patients will take twice a day for five days.  Meanwhile, in related news, German scientists have claimed that the UK Oxford/AstraZeneca vaccine is less than 8% effective in over 65s, prompting the vaccine developers to hit back, rubbishing the claims.  The German media published the claims, alleging it had been ‘confirmed’ by ‘multiple’ unnamed senior German government sources.  UK government ministers have suggested that the claim could be related to the ongoing dispute over delivery of the vaccine between the European Union and AstraZeneca.  The EU, which is yet to approve the vaccine, has threatened to block exports of shots to Britain, in a move that has been branded ‘spiteful’ by British government sources.  In an effort to make sure its member states get their ‘fair share’ of vaccines, the EU has also threatened to block the delivery of Pfizer vaccines to the UK, demanding that drug companies provide detailed information on when they plan to export Covid jabs to countries outside the bloc.",partially false
3bc38092,U.S. Senator Tammy Baldwin of Wisconsin,"U.S. Senator Tammy Baldwin Stands Up for Wisconsin Dairy Farmers  Senator Baldwin’s DAIRY PRIDE Act fights back against non-dairy products that are mislabeled as milk, yogurt and cheese  Dairy farmers and producers from across Wisconsin applaud the reform  WASHINGTON, D.C. – U.S. Senator Tammy Baldwin stood up for Wisconsin dairy farmers and introduced legislation today to combat the unfair practice of mislabeling non-dairy products. The Defending Against Imitations and Replacements of Yogurt, milk, and cheese to Promote Regular Intake of Dairy Everyday Act (DAIRY PRIDE Act) would require non-dairy products made from nuts, seeds, plants, and algae to no longer be mislabeled with dairy terms such as milk, yogurt or cheese.  “Dairy farmers in Wisconsin work tirelessly every day to ensure that their milk meets high standards for nutritional value and quality,” said Senator Baldwin. “Imitation products have gotten away with using dairy’s good name for their own benefit, which is against the law and must be enforced. Mislabeling of plant-based products as ‘milk’ hurts our dairy farmers. That’s why I’ve authored the DAIRY PRIDE Act to take a stand for Wisconsin farmers and the quality products they make.”  Dairy farmers and producers from across Wisconsin are strongly supporting Senator Baldwin’s reform:  “Finally after all these years, it’s about time someone stands up for the American Dairy farmer. We are held to higher quality and animal care standard every year to keep milk safe. It’s not fair that the name milk should be used by non-dairy drinks to further erode what little profit we have,” said Jerry Croes, member of the Ellsworth Cooperative Creamery in Deer Park, WI.  “As a proud Wisconsin Dairy Farmer, I support Tammy Baldwin’s efforts to introduce the DAIRY PRIDE Act. I know the economic struggles we dairy farmers face on a daily basis, as I am also an Ag Lender, helping through the low milk prices of 2015 and 2016. We don’t need competition from plant-based drinks being labeled as milk and sending a false message to consumers, and also falsely advertising them as being better than cow’s milk. When compared on nutrients and price, cow’s milk still comes out on top. I am opposed to all false labeling of food products that aren’t true dairy products,” said Jim Smidel of Brothers Smidel Farms, LLP in Kewaunee, WI.  “While imitation may be the sincerest form of flattery, the increasingly common practice of labeling beverages as milk when they quite obviously are not is wrong and misleading. Senator Baldwin’s bill simply asks FDA to enforce current regulations meant to uphold the standards of identity, and integrity, of milk,” said Brad Nevin, Dairy farmer and member-owner of Associated Milk Producers Inc. (AMPI) in Rice Lake, WI.  “Consumers deserve to be treated with respect and that begins with proper and accurate food labels. Milk is clearly defined by the FDA, and this definition should also be enforced. It’s about time the FDA upheld its responsibility of enforcing existing labeling requirements, especially when it comes to dairy,” said John Rettler of Tin Valley Farms in Neosho, WI.    “Dairy has built a strong reputation as a reliable source of important nutrients we need daily. To use these dairy terms on plant-based products undermines the real value that dairy provides in the form of naturally occurring Calcium, Vitamin D, Vitamin A among others. Consumers associate dairy with the nutrients they need, and those are naturally occurring in milk from cows,” said Janet Clark of Vision Aire Farms in Eldorado, WI.  “Thank you, Senator Baldwin, for taking the initiative to protect the definition of milk, cheese and yogurt. Your advocacy supports the hard and honest work of dairy farmers in Wisconsin and throughout the nation, and more importantly, supports clear and accurate information to be shared on food labels, something consumers deserve,” said David Cooper, General Manager of FarmFirst Dairy Cooperative in Madison, WI.  “The FDA has already clearly defined milk, and liquid from a plant does not fit this definition. Existing regulation should be enforced, reserving the use of the term ‘milk’ exclusively for those products that deliver the nutritional value only found in dairy. We thank Senator Baldwin for her leadership on this matter,” said Mark Frederixon, Blair Division Manager of Associated Milk Producers Inc. (AMPI) in Blair, WI.  Dairy producer coalitions and groups around the country are also applauding the legislation:  “For too long, the FDA has turned a blind eye to the misbranding of imitation dairy products, despite the decades-old federal law that milk comes from animals, not vegetables or nuts. None of these imitators provides the same high quality and quantity of nutrition offered by real milk. Senator Baldwin’s DAIRY PRIDE Act will simply ensure that FDA enforces current law by requiring marketers of these imitation products to call them something other than milk,” said Jim Mulhern, President and CEO of the National Milk Producers Federation.  “Dairy farmers invest a great deal of time and money to produce a wholesome, nutritious product for consumers, and take pride in the milk they produce. The federal government has promised to ensure that the term “milk” on store shelves can only be used on dairy products. But they have fallen short on that promise. The bill introduced by Senator Tammy Baldwin will help ensure that products labeled as milk are indeed dairy products. Consumers and dairy farmers alike will be the beneficiaries of this effort,” said Steve Etka of the Midwest Dairy Coalition.  ""The Wisconsin Dairy Products Association. which represents processors that manufacture a wide range of dairy products, supports Senator Baldwin’s legislation which protects the integrity and image of wholesome and nutritious dairy products,"" said Bradley Legreid, Executive Director of the Wisconsin Dairy Products Association.  ""Wisconsin Farmers Union fully supports the introduction and swift passage of the DAIRY PRIDE Act. Our grassroots, member-driven policy opposes any changes in the FDA definition of milk, cheese or other products made with milk and opposes the use of the word ""milk"" to designate any product not derived from mammals,"" Darin Von Ruden, President of the Wisconsin Farmers Union.  “National Farmers Union supports policy that encourages the healthy consumption of real dairy products and prevents the mislabeling of imitation and substitute dairy products in the marketplace. We appreciate Senator Baldwin’s leadership on the DAIRY PRIDE Act and her commitment to our nation’s dairy producers,” said Roger Johnson, President of the National Farmers Union.  “While imitation may be the sincerest form of flattery, dairy imitators do not naturally provide the same level of nutrition as milk does,” said Michael Dykes, president and CEO of the International Dairy Foods Association. “We look forward to working with Senator Baldwin on this important legislation.”  “Cooperative Network strongly supports efforts to protect the integrity of dairy products by requiring national enforcement of the sensible labeling requirements we already have on the books. When misbranded items are corrected, we believe consumers will choose real dairy products over imitations, which will benefit Wisconsin’s vital $43 billion dollar dairy industry,” said Tom Liebe, President and CEO of the Cooperative Network.  “We applaud the efforts of Senator Baldwin to ensure that non-dairy foods are not inaccurately labeled as milk, cheese or yogurt. Our dairy farmers and processors work hard to produce incredible food. Milk and other real dairy products offer an almost unbeatable level and variety of nutrition. Mislabeling non-dairy foods confuses people buying these products and misleads them about the nutritional value of the items they purchase. It also hurts dairy farmers and related businesses. This bill is simply asking the FDA to adequately enforce the laws already on the books. It’s a small step that could have a very big positive impact,” said John Holevoet, Director of Government Affairs, Dairy Business Milk Marketing Cooperative.  The DAIRY PRIDE Act is also supported by Bongards Creameries, Ellsworth Cooperative Creamery, First District Association, Dairy Business Association, Dairy Business Milk Marketing Cooperative, FarmFirst Dairy Cooperative, Mid-west Dairymen's Company and Scenic Central Milk Producers.  Current Food and Drug Administration (FDA) regulations define dairy products as being from dairy animals. Although existing federal regulation are clear, the FDA has not enforced these labeling regulations and the mislabeling of products as ‘milk’, ‘yogurt’ and ‘cheese’ has increased rapidly. This hurts dairy farmers that work tirelessly to ensure their Made in Wisconsin dairy products meet FDA standards and provide the public with nutritious food. It has also led to the proliferation of mislabeled alternative products that contain a range of ingredients and nutrients that are often not equivalent to the nutrition content of dairy products.  The DAIRY PRIDE Act would require the FDA to issue guidance for nationwide enforcement of mislabeled imitation dairy products within 90 days and require the FDA to report to Congress two years after enactment to hold the agency accountable for this update in their enforcement obligations.  Quotes from supporting organizations is available here.",TRUE
673f05fa,Danny O'Connor has more than 10 times Troy Balderson's money going into November rematch,"WASHINGTON, D.C. - After narrowly winning an Aug. 7 special election for a Columbus-area congressional seat, newly minted GOP Rep. Troy Balderson of Zanesville is badly losing the fundraising battle in his November rematch with Democratic Franklin County Recorder Danny O'Connor, Federal Election Commission filings show.  Reports that covered the pair's campaign fundraising from July 19 through Aug. 27 showed O'Connor had more than $1 million in the bank at the end of August, compared with under $93,000 for Balderson.  O'Connor took in almost $4 million during the period covered by the report, including more than $1.4 million he got after losing the election by 1,680 votes. Balderson raised slightly more than $500,000. Roughly $180,000 of the cash Balderson raised came from political action committees.  O'Connor's campaign said he got donations from more than 92,000 people in the period covered by the report, most of whom gave small amounts of money. Most donors listed in his report were from outside of Ohio.  ""We have thousands of people chipping in $5 and $10 at a time,"" said O'Connor's campaign manager Annie  Ellison  . ""They are excited about Danny's campaign for new leadership. And we are really proud of that.""  Balderson's campaign had a different take on O'Connor's haul.  ""Liberal out of state special interest groups are continuing to prop up Danny O'Connor's campaign in their efforts to retake the House and put Nancy Pelosi in the Speaker's chair,"" said a statement Balderson released through his campaign before his own report was filed. ""While O'Connor's campaign has raised 90% of his campaign funds from liberal out of staters, our campaign is funded by hard-working Ohioans who want someone who will fight for them and their middle class values.""  O'Connor's campaign got more than $114,000 from political action committees, including $5,000 each from organizations associated with autoworkers, boilermakers and firefighters unions. He also got a $5,000 donation from a committee associated with New Jersey Democratic Sen. Cory Booker and $2,000 from Massachusetts Democratic Sen. Elizabeth Warren's campaign committee.  The political committees that contributed to Balderson included Donald Trump's presidential campaign, which gave $2,000, and political committees associated with aspiring House of Representatives speakers Kevin McCarthy of California, who gave $4,000, and Jim Jordan of Champaign County, who gave $2,000. Ohio Republican Sen. Rob Portman's political committee gave $5,000 to Balderson, as did political action committees for Koch Industries, Murray Energy, and Cardinal Health.  O'Connor's campaign said Balderson's report demonstrated he's ""beholden"" to corporations and party bosses.  ""We're proud of the grassroots support behind Danny's campaign for new leadership because people are ready for someone who isn't beholden to any corporation or party boss, that's why he didn't take a single dime of corporate PAC money and 92% of contributions were for $50 or less,"" Ellison said. ""Central Ohioans get excited for new leadership when they hear from Danny, and with this grassroots army we'll have the resources to communicate his message.""  O'Connor's biggest expenses were more than $2.6.million spent on media production and buys, and digital services. He felt financially secure enough to give a $25,000 contribution to the Ohio Democratic Party on Aug. 10.  Balderson's campaign spent more than $400,000 on media buys and more than $42,000 on fundraising services. He also paid the Republican National Committee $25,000 for a campaign event.  Records compiled by the Center for Responsive Politics indicated that outside groups spent more than $5 million so far to back Balderson and oppose O'Connor, while groups sympathetic to O'Connor have spent around $1.3 million.  ""My record of balancing budgets, cutting taxes, and delivering results are what Ohioans are looking for in a Congressman, as evidenced by my victory in the August special election,"" said a statement from Balderson. ""We will have the necessary resources to deliver that message and defend against any attacks from the O'Connor-Pelosi team.""",partially false
e2e93a55,Pro-Life Groups Upset UN Coronavirus Relief Funds Can Promote Abortions in Ecuador,"The United Nations is using coronavirus aid to fund abortions in Ecuador, pro-life leaders in the country claim.  The Catholic News Agency reports the country’s Ministry of Foreign Relations and Human Mobility recently asked for $46.4 million in aid from the UN Humanitarian Response Plan COVID-19.  Within that UN funding package, however, is a goal to “maintain continuity of maternal, neonatal and children’s health and other sexual and reproductive health services during the pandemic,” including abortions, according to the report.  “[Our] fear is that our highest authority in Ecuador will even consider accepting this economic shakedown of $46 million in exchange for the lives of thousands of unborn children,” Martha Villafuerte of the pro-life Guayaquil Family Network told ACI Prensa.  The Guayaquil Family Network and other pro-life organizations recently began a petition urging President Lenin Moreno to reject the abortion agenda within the aid, according to the report.  “It goes against the Constitution, specifically article 45, which guarantees the right to life from conception, a right that was ratified last September 17 at the plenary session of the National Assembly,” Villafuerte said.  HELP LIFENEWS SAVE BABIES FROM ABORTION! Please help LifeNews.com with a donation!  Villafuerte said the UN plan would give Ecuador $46.4 million, but $3 million of that aid would be used to train “health personnel on safe, legal abortion and post-abortion care.”  Some lawmakers are speaking out against the abortion agenda, too.  “Unbelievable! The UN conditions ‘safe legal abortion’ in its humanitarian support plan for Ecuador,” Assemblyman Héctor Yépez wrote on Twitter. “While we all want to save lives, some insist on eliminating the lives of unborn girls and boys.”  UPDATE 5/26/20: The Ecuadorian government has assured Yépez that funds would not be used to legalize abortions and would only be spent in accordance with current laws.  In statements to ACI Prensa, legislator Yépez referred to the Foreign Ministry’s response. “The objective of preventing them from executing what the UN wanted, which was an attempt to advance abortion, was achieved, but now they come out with a pun to wash their faces, in which they say that they were only referring to what it was already established in the Comprehensive Organic Penal Code ”. “I think the objective has been met, having discovered the intent, and with this letter they themselves are ensuring that they are not going to execute anything outside of what the law says in Ecuador, which is what we were looking for,” he stressed. However, Yépez urged “to remain very vigilant so that the COVID-19 Humanitarian Response Plan is not distorted.”  The United Nations has faced prior international criticism for pushing abortions as part of its response to the coronavirus.  Jonathan Abbamonte of the Population Research Institute wrote more about it earlier this month:  The United Nations Population Fund (UNFPA) has also been urging governments to ensure uninterrupted access to abortion during the pandemic. An interim technical brief recently issued by UNFPA calls on governments to: “Ensure women’s and girls’ choices and rights to sexual and reproductive health is respected regardless of their COVID-19 status, including access to contraception, emergency contraception, safe abortion to the full extent of the law.” The technical brief also advises governments to “encourage” women who have recovered from a COVID-19 infection to seek abortion services “to the full extent of the law.” This seems a backhanded way of saying that, when women come to African health clinics to be treated for the coronavirus, they should also be propagandized about the benefits of abortion. Health care in Africa has often been directly tied to population control programs in this way.  The WHO also faced heavy criticism from pro-life leaders this spring when it falsely claimed abortion is an essential service during the coronavirus pandemic.  President Donald Trump stopped giving United States tax dollars to the United Nations Population Fund in 2017, and, in April, he halted funding to the World Health Organization (WHO).  LifeNews Note: This story was revised/updated 5/26/20.",FALSE
5929f661,"Hal Turner: 50,000 Chinese Soldiers Were Bombed and Killed in Maine Which Was Listed as an Earthquake","Hal Turner: 50,000 Chinese Soldiers Were Bombed and Killed in Maine Which Was Listed as an Earthquake  % of readers think this story is Fact. Add your two cents.      Listen to Hal Turner Live Stream Right Now via This Link. Thank you.  URGENT FIRST SHOTS OF WORLD WAR 3 UNDERWAY AND FIRST ATTACK ALREADY OCCURRED  Hal Turner Radio Show has just Reported, “50,000 Chinese Soldiers were Bombed and Killed in Maine which was listed as an Earthquake.” Then an F16 was taken down in Michigan. 3 Aircraft Carrier Battle Groups Deployed on the West Coast and 2 Aircraft Carrier Battle Groups Deployed on the East Coast “POSITION TO SHOOT DOWN INCOMING NUCLEAR MISSILES.” The Chinese and Russian Navy are now Positioned for a Quick Move to Position “FROM WHICH THEY COULD QUICKLY ATTACK THE UNITED STATES OF AMERICA!”  “THE GOVERNMENT CUT HAL’S SHOW ON COMPUTERS AND TELEPHONE RADIO LISTEN BECAUSE THE INFORMATION IS TOO DANGEROUS!” Only the Back Up Channel Works at this moment…  “THE FIRST SHOTS OF WORLD WAR 3 HAVE BEEN FIRED!”  Pray for Hal’s Safety…  The Native Americans Have been using Humic & Fulvic Minerals for Centuries! Great immune system health healing! More info click Here.",FALSE
ae596f59,CBC Cuts Donald Trump's 'Home Alone 2' Cameo Out of Broadcast,"Home Alone 2: Lost in New York is full of violence that, in my opinion, exceeds the physical comedy of the original film and is borderline barbarism. The main antagonists were subjected to bricks thrown at them from atop a building, being shot with a staple gun, having their heads lit afire, and being electrocuted. It is actually hard to watch.  But, for CBC TV in Canada, the following scene was too much, and had to be removed from their broadcast of the film:  That’s right, ComicBook.com reports that CBC edited out Donald Trump’s cameo from the 1992 movie. And people watching it were quick to report the suspicious omission on social media. Some were outraged, and the snowflakes were thrilled.  You guys are the biggest bush league “journalists” of all time. Editing out Trump’s cameo in Home Alone 2. What kind of state-sponsored bullshit it that? #Defund — James (@Jameseast_) December 23, 2019  https://twitter.com/TEKO8827/status/1209962103295086592  @CBC Cutting Trump from Home Alone 2 is disgusting & your pathetic — Wrestling Fan Forever (@617WrestlingFan) December 25, 2019  https://twitter.com/ADiMarco25/status/1206364668576579586  According to the CBC, the movie “was edited to allow for commercial time within the format.”  Here’s where that explanation fails to pass the smell test:  Donald Trump formally announced his campaign in June 2015. The first time the CBC’s cutting of Trump’s cameo appearance was acknowledged on Twitter was around Christmas that year:  Thanks @CBC for cutting @realDonaldTrump out of Home Alone 2. — Colt McCaullany🇨🇦 (@DENNISGRIMBLE) December 22, 2015  Now, either 2015 happened to be the first year the CBC broadcasted the movie, which I highly doubt, or something happened between the 2014 CBC broadcast of Home Alone 2, and the 2015 CBC broadcast. One could argue that Trump wasn’t a political figure in the public’s conscious before 2015, but years prior he had been making headlines for publicly questioning Obama’s birth certificate—so I don’t think that excuse really works. Had his cameo been cut before then, I’m sure it would have been noticed.  Trump’s presidential bid appears to be the beginning of the folks at the CBC being triggered by Trump so badly that they actually had to edit him out of their broadcast of the film. I can’t decide if this is hilarious or sad.  Update January 2: Just to be clear, the CBC issued a formal statement saying Home Alone 2 was edited in 2014 when they first obtained the rights to the movie.  _____  Matt Margolis is the author of Trumping Obama: How President Trump Saved Us From Barack Obama’s Legacy and the bestselling book The Worst President in History: The Legacy of Barack Obama. You can follow Matt on Twitter @MattMargolis",partially false
